problem,method,h,x,y,exact,numerical,absolute_error
C1,SOR omega=1.6,0.0625,0.8125,0.875,0.21260752369181415,0.21329189970558185,0.0006843760137676957
C1,SOR omega=1.6,0.0625,0.875,0.875,0.14644660940672632,0.14691801580677386,0.00047140640004753043
C1,SOR omega=1.6,0.0625,0.9375,0.875,0.07465783405034276,0.0748981549503375,0.00024032089999473372
C1,SOR omega=1.6,0.0625,1.0,0.875,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,SOR omega=1.6,0.0625,0.0,0.9375,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.9375,0.038060233744356686,0.03818274826070138,0.00012251451634469335
C1,SOR omega=1.6,0.0625,0.125,0.9375,0.07465783405034274,0.07489815492288976,0.00024032087254702295
C1,SOR omega=1.6,0.0625,0.1875,0.9375,0.10838637566236979,0.10873526749801558,0.0003488918356457926
C1,SOR omega=1.6,0.0625,0.25,0.9375,0.13794968964147172,0.1383937447251195,0.0004440550836477819
C1,SOR omega=1.6,0.0625,0.3125,0.9375,0.16221167441072917,0.16273382795628627,0.0005221535455570969
C1,SOR omega=1.6,0.0625,0.375,0.9375,0.1802399555017373,0.1808201414423279,0.0005801859405905885
C1,SOR omega=1.6,0.0625,0.4375,0.9375,0.19134171618254522,0.19195763829828077,0.000615922115735551
C1,SOR omega=1.6,0.0625,0.5,0.9375,0.1950903220161286,0.19571831076542195,0.0006279887492933456
C1,SOR omega=1.6,0.0625,0.5625,0.9375,0.19134171618254522,0.19195763830941448,0.0006159221268692561
C1,SOR omega=1.6,0.0625,0.625,0.9375,0.1802399555017373,0.1808201414633973,0.0005801859616600125
C1,SOR omega=1.6,0.0625,0.6875,0.9375,0.16221167441072917,0.16273382798494157,0.0005221535742123973
C1,SOR omega=1.6,0.0625,0.75,0.9375,0.13794968964147175,0.13839374475795077,0.00044405511647901963
C1,SOR omega=1.6,0.0625,0.8125,0.9375,0.10838637566236979,0.10873526753069074,0.0003488918683209469
C1,SOR omega=1.6,0.0625,0.875,0.9375,0.07465783405034276,0.0748981549503375,0.00024032089999473372
C1,SOR omega=1.6,0.0625,0.9375,0.9375,0.038060233744356756,0.038182748277338224,0.00012251453298146864
C1,SOR omega=1.6,0.0625,1.0,0.9375,2.389167384016783e-17,0.0,2.389167384016783e-17
C1,SOR omega=1.6,0.0625,0.0,1.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,1.0,2.3891673840167787e-17,0.0,2.3891673840167787e-17
C1,SOR omega=1.6,0.0625,0.125,1.0,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,SOR omega=1.6,0.0625,0.1875,1.0,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,SOR omega=1.6,0.0625,0.25,1.0,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,SOR omega=1.6,0.0625,0.3125,1.0,1.0182565992946028e-16,0.0,1.0182565992946028e-16
C1,SOR omega=1.6,0.0625,0.375,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.0625,0.4375,1.0,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,SOR omega=1.6,0.0625,0.5,1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,SOR omega=1.6,0.0625,0.5625,1.0,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,SOR omega=1.6,0.0625,0.625,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.0625,0.6875,1.0,1.0182565992946029e-16,0.0,1.0182565992946029e-16
C1,SOR omega=1.6,0.0625,0.75,1.0,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,SOR omega=1.6,0.0625,0.8125,1.0,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,SOR omega=1.6,0.0625,0.875,1.0,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,SOR omega=1.6,0.0625,0.9375,1.0,2.389167384016783e-17,0.0,2.389167384016783e-17
C1,SOR omega=1.6,0.0625,1.0,1.0,1.4997597826618576e-32,0.0,1.4997597826618576e-32
