problem,method,h,x,y,exact,numerical,absolute_error
A,SOR omega=1.6,0.0625,0.0,0.625,0.0,0.0,0.0
A,SOR omega=1.6,0.0625,0.0625,0.625,3.90625,3.9062499998076916,1.9230839143347112e-10
A,SOR omega=1.6,0.0625,0.125,0.625,7.8125,7.812499999656839,3.431610551274389e-10
A,SOR omega=1.6,0.0625,0.1875,0.625,11.71875,11.718749999546798,4.532019204361859e-10
A,SOR omega=1.6,0.0625,0.25,0.625,15.625,15.62499999947527,5.247304812883158e-10
A,SOR omega=1.6,0.0625,0.3125,0.625,19.53125,19.5312499994387,5.613003395410487e-10
A,SOR omega=1.6,0.0625,0.375,0.625,23.4375,23.43749999943264,5.673612690770824e-10
A,SOR omega=1.6,0.0625,0.4375,0.625,27.34375,27.343749999452083,5.479172671130073e-10
A,SOR omega=1.6,0.0625,0.5,0.625,31.25,31.24999999949181,5.081908227566601e-10
A,SOR omega=1.6,0.0625,0.5625,0.625,35.15625,35.15624999954658,4.5341863597059273e-10
A,SOR omega=1.6,0.0625,0.625,0.625,39.0625,39.06249999961146,3.88538978768338e-10
A,SOR omega=1.6,0.0625,0.6875,0.625,42.96875,42.968749999681904,3.1809577194508165e-10
A,SOR omega=1.6,0.0625,0.75,0.625,46.875,46.87499999975391,2.460893711031531e-10
A,SOR omega=1.6,0.0625,0.8125,0.625,50.78125,50.7812499998241,1.759019596647704e-10
A,SOR omega=1.6,0.0625,0.875,0.625,54.6875,54.68749999988977,1.1022649459846434e-10
A,SOR omega=1.6,0.0625,0.9375,0.625,58.59375,58.593749999948884,5.111644441058161e-11
A,SOR omega=1.6,0.0625,1.0,0.625,62.5,62.5,0.0
A,SOR omega=1.6,0.0625,0.0,0.6875,0.0,0.0,0.0
A,SOR omega=1.6,0.0625,0.0625,0.6875,4.296875,4.296874999842553,1.574473884602412e-10
A,SOR omega=1.6,0.0625,0.125,0.6875,8.59375,8.593749999719051,2.809485977195436e-10
A,SOR omega=1.6,0.0625,0.1875,0.6875,12.890625,12.890624999628958,3.710418639002455e-10
A,SOR omega=1.6,0.0625,0.25,0.6875,17.1875,17.187499999570395,4.2960479618159297e-10
A,SOR omega=1.6,0.0625,0.3125,0.6875,21.484375,21.484374999540464,4.595364089254872e-10
A,SOR omega=1.6,0.0625,0.375,0.6875,25.78125,25.781249999535504,4.644959972210927e-10
A,SOR omega=1.6,0.0625,0.4375,0.6875,30.078125,30.078124999551424,4.4857628722638765e-10
A,SOR omega=1.6,0.0625,0.5,0.6875,34.375,34.374999999583935,4.1606540435168426e-10
A,SOR omega=1.6,0.0625,0.5625,0.6875,38.671875,38.67187499962877,3.7123015772522194e-10
A,SOR omega=1.6,0.0625,0.625,0.6875,42.96875,42.96874999968192,3.1808156109036645e-10
A,SOR omega=1.6,0.0625,0.6875,0.6875,47.265625,47.265624999739586,2.604139126560767e-10
A,SOR omega=1.6,0.0625,0.75,0.6875,51.5625,51.56249999979852,2.01481498152134e-10
A,SOR omega=1.6,0.0625,0.8125,0.6875,55.859375,55.859374999855994,1.440056962564995e-10
A,SOR omega=1.6,0.0625,0.875,0.6875,60.15625,60.156249999909754,9.024603286889032e-11
A,SOR omega=1.6,0.0625,0.9375,0.6875,64.453125,64.45312499995816,4.18367562815547e-11
A,SOR omega=1.6,0.0625,1.0,0.6875,68.75,68.75,0.0
A,SOR omega=1.6,0.0625,0.0,0.75,0.0,0.0,0.0
A,SOR omega=1.6,0.0625,0.0625,0.75,4.6875,4.687499999878197,1.2180301212083577e-10
A,SOR omega=1.6,0.0625,0.125,0.75,9.375,9.374999999782647,2.1735324651217525e-10
A,SOR omega=1.6,0.0625,0.1875,0.75,14.0625,14.062499999712948,2.8705215981972287e-10
A,SOR omega=1.6,0.0625,0.25,0.75,18.75,18.749999999667647,3.3235281193810806e-10
A,SOR omega=1.6,0.0625,0.3125,0.75,23.4375,23.437499999644494,3.5550584698285093e-10
A,SOR omega=1.6,0.0625,0.375,0.75,28.125,28.12499999964065,3.5934988318331307e-10
A,SOR omega=1.6,0.0625,0.4375,0.75,32.8125,32.81249999965296,3.4704328299994813e-10
A,SOR omega=1.6,0.0625,0.5,0.75,37.5,37.49999999967811,3.218900701540406e-10
A,SOR omega=1.6,0.0625,0.5625,0.75,42.1875,42.18749999971281,2.871871629395173e-10
A,SOR omega=1.6,0.0625,0.625,0.75,46.875,46.87499999975391,2.460893711031531e-10
A,SOR omega=1.6,0.0625,0.6875,0.75,51.5625,51.56249999979852,2.01481498152134e-10
A,SOR omega=1.6,0.0625,0.75,0.75,56.25,56.24999999984413,1.5587175994369318e-10
A,SOR omega=1.6,0.0625,0.8125,0.75,60.9375,60.93749999988858,1.1142020639454131e-10
A,SOR omega=1.6,0.0625,0.875,0.75,65.625,65.6249999999302,6.980371836107224e-11
A,SOR omega=1.6,0.0625,0.9375,0.75,70.3125,70.31249999996763,3.2372327041230164e-11
A,SOR omega=1.6,0.0625,1.0,0.75,75.0,75.0,0.0
A,SOR omega=1.6,0.0625,0.0,0.8125,0.0,0.0,0.0
A,SOR omega=1.6,0.0625,0.0625,0.8125,5.078125,5.078124999912941,8.705924869900628e-11
A,SOR omega=1.6,0.0625,0.125,0.8125,10.15625,10.156249999844647,1.553530637465883e-10
A,SOR omega=1.6,0.0625,0.1875,0.8125,15.234375,15.234374999794833,2.0516743859388953e-10
A,SOR omega=1.6,0.0625,0.25,0.8125,20.3125,20.31249999976246,2.375415419919591e-10
A,SOR omega=1.6,0.0625,0.3125,0.8125,25.390625,25.390624999745903,2.5409718773516943e-10
A,SOR omega=1.6,0.0625,0.375,0.8125,30.46875,30.46874999974315,2.568505408362398e-10
A,SOR omega=1.6,0.0625,0.4375,0.8125,35.546875,35.54687499975197,2.4802915277177817e-10
A,SOR omega=1.6,0.0625,0.5,0.8125,40.625,40.624999999769926,2.3007373783912044e-10
A,SOR omega=1.6,0.0625,0.5625,0.8125,45.703125,45.70312499979474,2.0526158550637774e-10
A,SOR omega=1.6,0.0625,0.625,0.8125,50.78125,50.781249999824105,1.758948542374128e-10
A,SOR omega=1.6,0.0625,0.6875,0.8125,55.859375,55.859374999856,1.439985908291419e-10
A,SOR omega=1.6,0.0625,0.75,0.8125,60.9375,60.937499999888594,1.1140599553982611e-10
A,SOR omega=1.6,0.0625,0.8125,0.8125,66.015625,66.01562499992039,7.960920811456162e-11
A,SOR omega=1.6,0.0625,0.875,0.8125,71.09375,71.09374999995008,4.992273261450464e-11
A,SOR omega=1.6,0.0625,0.9375,0.8125,76.171875,76.17187499997686,2.3135271476348862e-11
A,SOR omega=1.6,0.0625,1.0,0.8125,81.25,81.25,0.0
A,SOR omega=1.6,0.0625,0.0,0.875,0.0,0.0,0.0
A,SOR omega=1.6,0.0625,0.0625,0.875,5.46875,5.46874999994545,5.455014218114229e-11
A,SOR omega=1.6,0.0625,0.125,0.875,10.9375,10.937499999902656,9.734435479913373e-11
A,SOR omega=1.6,0.0625,0.1875,0.875,16.40625,16.40624999987144,1.2855849718107493e-10
A,SOR omega=1.6,0.0625,0.25,0.875,21.875,21.874999999851152,1.488480450007046e-10
A,SOR omega=1.6,0.0625,0.3125,0.875,27.34375,27.343749999840774,1.5922552165648085e-10
A,SOR omega=1.6,0.0625,0.375,0.875,32.8125,32.81249999983906,1.609379296496627e-10
A,SOR omega=1.6,0.0625,0.4375,0.875,38.28125,38.281249999844576,1.5542411802016431e-10
A,SOR omega=1.6,0.0625,0.5,0.875,43.75,43.749999999855824,1.4417622651308193e-10
A,SOR omega=1.6,0.0625,0.5625,0.875,49.21875,49.218749999871385,1.2861534059993573e-10
A,SOR omega=1.6,0.0625,0.625,0.875,54.6875,54.687499999889795,1.1020517831639154e-10
A,SOR omega=1.6,0.0625,0.6875,0.875,60.15625,60.15624999990978,9.021761115945992e-11
A,SOR omega=1.6,0.0625,0.75,0.875,65.625,65.6249999999302,6.980371836107224e-11
A,SOR omega=1.6,0.0625,0.8125,0.875,71.09375,71.09374999995008,4.992273261450464e-11
A,SOR omega=1.6,0.0625,0.875,0.875,76.5625,76.56249999996871,3.129230208287481e-11
A,SOR omega=1.6,0.0625,0.9375,0.875,82.03125,82.0312499999855,1.4495071809506044e-11
A,SOR omega=1.6,0.0625,1.0,0.875,87.5,87.5,0.0
A,SOR omega=1.6,0.0625,0.0,0.9375,0.0,0.0,0.0
A,SOR omega=1.6,0.0625,0.0625,0.9375,5.859375,5.859374999974699,2.5300650463577767e-11
A,SOR omega=1.6,0.0625,0.125,0.9375,11.71875,11.718749999954856,4.5144332716517965e-11
A,SOR omega=1.6,0.0625,0.1875,0.9375,17.578125,17.578124999940382,5.96180882439512e-11
A,SOR omega=1.6,0.0625,0.25,0.9375,23.4375,23.437499999930978,6.902212135173613e-11
A,SOR omega=1.6,0.0625,0.3125,0.9375,29.296875,29.296874999926164,7.383604838651081e-11
A,SOR omega=1.6,0.0625,0.375,0.9375,35.15625,35.156249999925365,7.463540896424092e-11
A,SOR omega=1.6,0.0625,0.4375,0.9375,41.015625,41.01562499992792,7.207745511550456e-11
A,SOR omega=1.6,0.0625,0.5,0.9375,46.875,46.87499999993314,6.686207143502543e-11
A,SOR omega=1.6,0.0625,0.5625,0.9375,52.734375,52.734374999940364,5.963585181234521e-11
A,SOR omega=1.6,0.0625,0.625,0.9375,58.59375,58.593749999948884,5.111644441058161e-11
A,SOR omega=1.6,0.0625,0.6875,0.9375,64.453125,64.45312499995813,4.18651779909851e-11
A,SOR omega=1.6,0.0625,0.75,0.9375,70.3125,70.31249999996763,3.2372327041230164e-11
A,SOR omega=1.6,0.0625,0.8125,0.9375,76.171875,76.17187499997686,2.3135271476348862e-11
A,SOR omega=1.6,0.0625,0.875,0.9375,82.03125,82.0312499999855,1.4495071809506044e-11
A,SOR omega=1.6,0.0625,0.9375,0.9375,87.890625,87.89062499999326,6.73594513500575e-12
A,SOR omega=1.6,0.0625,1.0,0.9375,93.75,93.75,0.0
A,SOR omega=1.6,0.0625,0.0,1.0,0.0,0.0,0.0
A,SOR omega=1.6,0.0625,0.0625,1.0,6.25,6.25,0.0
A,SOR omega=1.6,0.0625,0.125,1.0,12.5,12.5,0.0
A,SOR omega=1.6,0.0625,0.1875,1.0,18.75,18.75,0.0
A,SOR omega=1.6,0.0625,0.25,1.0,25.0,25.0,0.0
A,SOR omega=1.6,0.0625,0.3125,1.0,31.25,31.25,0.0
A,SOR omega=1.6,0.0625,0.375,1.0,37.5,37.5,0.0
A,SOR omega=1.6,0.0625,0.4375,1.0,43.75,43.75,0.0
A,SOR omega=1.6,0.0625,0.5,1.0,50.0,50.0,0.0
A,SOR omega=1.6,0.0625,0.5625,1.0,56.25,56.25,0.0
A,SOR omega=1.6,0.0625,0.625,1.0,62.5,62.5,0.0
A,SOR omega=1.6,0.0625,0.6875,1.0,68.75,68.75,0.0
A,SOR omega=1.6,0.0625,0.75,1.0,75.0,75.0,0.0
A,SOR omega=1.6,0.0625,0.8125,1.0,81.25,81.25,0.0
A,SOR omega=1.6,0.0625,0.875,1.0,87.5,87.5,0.0
A,SOR omega=1.6,0.0625,0.9375,1.0,93.75,93.75,0.0
A,SOR omega=1.6,0.0625,1.0,1.0,100.0,100.0,0.0
C1,Direct,0.25,0.0,0.0,0.0,0.0,0.0
C1,Direct,0.25,0.25,0.0,0.0,0.0,0.0
C1,Direct,0.25,0.5,0.0,0.0,0.0,0.0
C1,Direct,0.25,0.75,0.0,0.0,0.0,0.0
C1,Direct,0.25,1.0,0.0,0.0,0.0,0.0
C1,Direct,0.25,0.0,0.25,0.0,0.0,0.0
C1,Direct,0.25,0.25,0.25,0.4999999999999999,0.5265146437727574,0.026514643772757474
C1,Direct,0.25,0.5,0.25,0.7071067811865475,0.7446041500114724,0.03749736882492494
C1,Direct,0.25,0.75,0.25,0.5,0.5265146437727575,0.026514643772757474
C1,Direct,0.25,1.0,0.25,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,Direct,0.25,0.0,0.5,0.0,0.0,0.0
C1,Direct,0.25,0.25,0.5,0.7071067811865475,0.7446041500114722,0.037497368824924715
C1,Direct,0.25,0.5,0.5,1.0,1.053029287545515,0.05302928754551495
C1,Direct,0.25,0.75,0.5,0.7071067811865476,0.7446041500114724,0.037497368824924826
C1,Direct,0.25,1.0,0.5,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,Direct,0.25,0.0,0.75,0.0,0.0,0.0
C1,Direct,0.25,0.25,0.75,0.5,0.5265146437727574,0.026514643772757363
C1,Direct,0.25,0.5,0.75,0.7071067811865476,0.7446041500114724,0.037497368824924826
C1,Direct,0.25,0.75,0.75,0.5000000000000001,0.5265146437727575,0.026514643772757363
C1,Direct,0.25,1.0,0.75,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,Direct,0.25,0.0,1.0,0.0,0.0,0.0
C1,Direct,0.25,0.25,1.0,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,Direct,0.25,0.5,1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,Direct,0.25,0.75,1.0,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,Direct,0.25,1.0,1.0,1.4997597826618576e-32,0.0,1.4997597826618576e-32
C1,SOR omega=1.6,0.25,0.0,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.25,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.5,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.75,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,1.0,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.0,0.25,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.25,0.25,0.4999999999999999,0.5265146437596352,0.026514643759635304
C1,SOR omega=1.6,0.25,0.5,0.25,0.7071067811865475,0.7446041499645963,0.03749736877804888
C1,SOR omega=1.6,0.25,0.75,0.25,0.5,0.5265146437676645,0.026514643767664547
C1,SOR omega=1.6,0.25,1.0,0.25,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,SOR omega=1.6,0.25,0.0,0.5,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.25,0.5,0.7071067811865475,0.7446041499645963,0.03749736877804888
C1,SOR omega=1.6,0.25,0.5,0.5,1.0,1.053029287535329,0.053029287535329095
C1,SOR omega=1.6,0.25,0.75,0.5,0.7071067811865476,0.7446041500131908,0.03749736882664323
C1,SOR omega=1.6,0.25,1.0,0.5,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,SOR omega=1.6,0.25,0.0,0.75,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.25,0.75,0.5,0.5265146437676645,0.026514643767664547
C1,SOR omega=1.6,0.25,0.5,0.75,0.7071067811865476,0.7446041500131908,0.03749736882664323
C1,SOR omega=1.6,0.25,0.75,0.75,0.5000000000000001,0.5265146437772401,0.02651464377724
C1,SOR omega=1.6,0.25,1.0,0.75,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,SOR omega=1.6,0.25,0.0,1.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.25,0.25,1.0,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,SOR omega=1.6,0.25,0.5,1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,SOR omega=1.6,0.25,0.75,1.0,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,SOR omega=1.6,0.25,1.0,1.0,1.4997597826618576e-32,0.0,1.4997597826618576e-32
C1,Direct,0.125,0.0,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.25,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.375,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.5,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.625,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.75,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.875,0.0,0.0,0.0,0.0
C1,Direct,0.125,1.0,0.0,0.0,0.0,0.0
C1,Direct,0.125,0.0,0.125,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.125,0.14644660940672624,0.14834320235343065,0.0018965929467044118
C1,Direct,0.125,0.25,0.125,0.27059805007309845,0.27410249688302946,0.0035044468099310055
C1,Direct,0.125,0.375,0.125,0.3535533905932738,0.3581321710075087,0.004578780414234929
C1,Direct,0.125,0.5,0.125,0.3826834323650898,0.38763946857230935,0.004956036207219572
C1,Direct,0.125,0.625,0.125,0.3535533905932738,0.35813217100750877,0.004578780414234984
C1,Direct,0.125,0.75,0.125,0.2705980500730985,0.2741024968830295,0.0035044468099310055
C1,Direct,0.125,0.875,0.125,0.1464466094067263,0.14834320235343068,0.001896592946704384
C1,Direct,0.125,1.0,0.125,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,Direct,0.125,0.0,0.25,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.25,0.27059805007309845,0.27410249688302946,0.0035044468099310055
C1,Direct,0.125,0.25,0.25,0.4999999999999999,0.5064753733609394,0.006475373360939507
C1,Direct,0.125,0.375,0.25,0.6532814824381882,0.6617419654553387,0.008460483017150522
C1,Direct,0.125,0.5,0.25,0.7071067811865475,0.7162643420150175,0.00915756082847008
C1,Direct,0.125,0.625,0.25,0.6532814824381882,0.6617419654553388,0.008460483017150633
C1,Direct,0.125,0.75,0.25,0.5,0.5064753733609394,0.006475373360939396
C1,Direct,0.125,0.875,0.25,0.27059805007309856,0.2741024968830295,0.00350444680993095
C1,Direct,0.125,1.0,0.25,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,Direct,0.125,0.0,0.375,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.375,0.3535533905932738,0.3581321710075087,0.004578780414234929
C1,Direct,0.125,0.25,0.375,0.6532814824381882,0.6617419654553388,0.008460483017150633
C1,Direct,0.125,0.375,0.375,0.8535533905932737,0.8646075443684481,0.01105415377517438
C1,Direct,0.125,0.5,0.375,0.9238795325112867,0.9358444623383684,0.011964929827081638
C1,Direct,0.125,0.625,0.375,0.8535533905932737,0.8646075443684482,0.011054153775174491
C1,Direct,0.125,0.75,0.375,0.6532814824381883,0.6617419654553389,0.008460483017150633
C1,Direct,0.125,0.875,0.375,0.35355339059327384,0.35813217100750877,0.004578780414234929
C1,Direct,0.125,1.0,0.375,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.125,0.0,0.5,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.5,0.3826834323650898,0.38763946857230924,0.004956036207219461
C1,Direct,0.125,0.25,0.5,0.7071067811865475,0.7162643420150174,0.009157560828469968
C1,Direct,0.125,0.375,0.5,0.9238795325112867,0.9358444623383684,0.011964929827081638
C1,Direct,0.125,0.5,0.5,1.0,1.012950746721879,0.012950746721879014
C1,Direct,0.125,0.625,0.5,0.9238795325112867,0.9358444623383685,0.01196492982708175
C1,Direct,0.125,0.75,0.5,0.7071067811865476,0.7162643420150177,0.00915756082847008
C1,Direct,0.125,0.875,0.5,0.3826834323650899,0.3876394685723094,0.004956036207219516
C1,Direct,0.125,1.0,0.5,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,Direct,0.125,0.0,0.625,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.625,0.3535533905932738,0.3581321710075087,0.004578780414234929
C1,Direct,0.125,0.25,0.625,0.6532814824381882,0.6617419654553387,0.008460483017150522
C1,Direct,0.125,0.375,0.625,0.8535533905932737,0.8646075443684482,0.011054153775174491
C1,Direct,0.125,0.5,0.625,0.9238795325112867,0.9358444623383684,0.011964929827081638
C1,Direct,0.125,0.625,0.625,0.8535533905932737,0.8646075443684484,0.011054153775174713
C1,Direct,0.125,0.75,0.625,0.6532814824381883,0.6617419654553388,0.008460483017150522
C1,Direct,0.125,0.875,0.625,0.35355339059327384,0.3581321710075088,0.004578780414234984
C1,Direct,0.125,1.0,0.625,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.125,0.0,0.75,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.75,0.2705980500730985,0.27410249688302946,0.00350444680993095
C1,Direct,0.125,0.25,0.75,0.5,0.5064753733609394,0.006475373360939396
C1,Direct,0.125,0.375,0.75,0.6532814824381883,0.6617419654553389,0.008460483017150633
C1,Direct,0.125,0.5,0.75,0.7071067811865476,0.7162643420150177,0.00915756082847008
C1,Direct,0.125,0.625,0.75,0.6532814824381883,0.661741965455339,0.008460483017150744
C1,Direct,0.125,0.75,0.75,0.5000000000000001,0.5064753733609396,0.006475373360939507
C1,Direct,0.125,0.875,0.75,0.2705980500730986,0.27410249688302957,0.00350444680993095
C1,Direct,0.125,1.0,0.75,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,Direct,0.125,0.0,0.875,0.0,0.0,0.0
C1,Direct,0.125,0.125,0.875,0.1464466094067263,0.14834320235343065,0.0018965929467043563
C1,Direct,0.125,0.25,0.875,0.27059805007309856,0.2741024968830295,0.00350444680993095
C1,Direct,0.125,0.375,0.875,0.35355339059327384,0.3581321710075088,0.004578780414234984
C1,Direct,0.125,0.5,0.875,0.3826834323650899,0.3876394685723094,0.004956036207219516
C1,Direct,0.125,0.625,0.875,0.35355339059327384,0.35813217100750894,0.004578780414235095
C1,Direct,0.125,0.75,0.875,0.2705980500730986,0.2741024968830296,0.0035044468099310055
C1,Direct,0.125,0.875,0.875,0.14644660940672632,0.14834320235343074,0.0018965929467044118
C1,Direct,0.125,1.0,0.875,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,Direct,0.125,0.0,1.0,0.0,0.0,0.0
C1,Direct,0.125,0.125,1.0,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,Direct,0.125,0.25,1.0,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,Direct,0.125,0.375,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.125,0.5,1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,Direct,0.125,0.625,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.125,0.75,1.0,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,Direct,0.125,0.875,1.0,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,Direct,0.125,1.0,1.0,1.4997597826618576e-32,0.0,1.4997597826618576e-32
C1,SOR omega=1.6,0.125,0.0,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.25,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.375,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.5,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.625,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.75,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.875,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,1.0,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.0,0.125,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.125,0.14644660940672624,0.14834320234107354,0.0018965929343472965
C1,SOR omega=1.6,0.125,0.25,0.125,0.27059805007309845,0.2741024969026949,0.0035044468295964415
C1,SOR omega=1.6,0.125,0.375,0.125,0.3535533905932738,0.3581321710337519,0.004578780440478103
C1,SOR omega=1.6,0.125,0.5,0.125,0.3826834323650898,0.3876394685928825,0.004956036227792726
C1,SOR omega=1.6,0.125,0.625,0.125,0.3535533905932738,0.3581321710172586,0.004578780423984796
C1,SOR omega=1.6,0.125,0.75,0.125,0.2705980500730985,0.2741024968905072,0.0035044468174086907
C1,SOR omega=1.6,0.125,0.875,0.125,0.1464466094067263,0.14834320235819193,0.001896592951465631
C1,SOR omega=1.6,0.125,1.0,0.125,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,SOR omega=1.6,0.125,0.0,0.25,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.25,0.27059805007309845,0.2741024969026949,0.0035044468295964415
C1,SOR omega=1.6,0.125,0.25,0.25,0.4999999999999999,0.5064753733971937,0.00647537339719384
C1,SOR omega=1.6,0.125,0.375,0.25,0.6532814824381882,0.6617419654951344,0.008460483056946244
C1,SOR omega=1.6,0.125,0.5,0.25,0.7071067811865475,0.7162643420404424,0.009157560853894964
C1,SOR omega=1.6,0.125,0.625,0.25,0.6532814824381882,0.6617419654711811,0.00846048303299296
C1,SOR omega=1.6,0.125,0.75,0.25,0.5,0.5064753733771092,0.006475373377109239
C1,SOR omega=1.6,0.125,0.875,0.25,0.27059805007309856,0.2741024968882485,0.003504446815149942
C1,SOR omega=1.6,0.125,1.0,0.25,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,SOR omega=1.6,0.125,0.0,0.375,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.375,0.3535533905932738,0.3581321710337518,0.004578780440477992
C1,SOR omega=1.6,0.125,0.25,0.375,0.6532814824381882,0.6617419654951342,0.008460483056946022
C1,SOR omega=1.6,0.125,0.375,0.375,0.8535533905932737,0.8646075444070697,0.01105415381379593
C1,SOR omega=1.6,0.125,0.5,0.375,0.9238795325112867,0.9358444623701475,0.011964929858860773
C1,SOR omega=1.6,0.125,0.625,0.375,0.8535533905932737,0.8646075443950045,0.011054153801730804
C1,SOR omega=1.6,0.125,0.75,0.375,0.6532814824381883,0.6617419654744037,0.008460483036215383
C1,SOR omega=1.6,0.125,0.875,0.375,0.35355339059327384,0.35813217101310035,0.004578780419826511
C1,SOR omega=1.6,0.125,1.0,0.375,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.125,0.0,0.5,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.5,0.3826834323650898,0.3876394685928824,0.004956036227792615
C1,SOR omega=1.6,0.125,0.25,0.5,0.7071067811865475,0.7162643420404422,0.009157560853894742
C1,SOR omega=1.6,0.125,0.375,0.5,0.9238795325112867,0.9358444623701473,0.011964929858860551
C1,SOR omega=1.6,0.125,0.5,0.5,1.0,1.012950746752175,0.012950746752175002
C1,SOR omega=1.6,0.125,0.625,0.5,0.9238795325112867,0.9358444623602865,0.011964929848999772
C1,SOR omega=1.6,0.125,0.75,0.5,0.7071067811865476,0.7162643420284028,0.009157560841855261
C1,SOR omega=1.6,0.125,0.875,0.5,0.3826834323650899,0.3876394685755372,0.004956036210447323
C1,SOR omega=1.6,0.125,1.0,0.5,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,SOR omega=1.6,0.125,0.0,0.625,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.625,0.3535533905932738,0.3581321710172586,0.004578780423984796
C1,SOR omega=1.6,0.125,0.25,0.625,0.6532814824381882,0.6617419654711809,0.008460483032992738
C1,SOR omega=1.6,0.125,0.375,0.625,0.8535533905932737,0.8646075443950045,0.011054153801730804
C1,SOR omega=1.6,0.125,0.5,0.625,0.9238795325112867,0.9358444623602865,0.011964929848999772
C1,SOR omega=1.6,0.125,0.625,0.625,0.8535533905932737,0.8646075443828195,0.011054153789545773
C1,SOR omega=1.6,0.125,0.75,0.625,0.6532814824381883,0.6617419654650547,0.008460483026866417
C1,SOR omega=1.6,0.125,0.875,0.625,0.35355339059327384,0.35813217100898054,0.004578780415706696
C1,SOR omega=1.6,0.125,1.0,0.625,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.125,0.0,0.75,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.75,0.2705980500730985,0.2741024968905072,0.0035044468174086907
C1,SOR omega=1.6,0.125,0.25,0.75,0.5,0.5064753733771092,0.006475373377109239
